meter_reading;primary_use;square_feet;year_built;floor_count;air_temperature;cloud_coverage;dew_temperature;precip_depth_1_hr;sea_level_pressure;wind_direction;wind_speed
389.1724372;Office;45330;2003;;22.74481579;2.99872748;17.37932778;1.240589198;1017.949437;152.521015;3.391472131
78.12403091;Education;50623;;5;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
1.519550376;Education;5374;;4;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
234.756755;Education;97532;2005;10;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
239.1559325;Education;81580;1913;5;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
255.8982314;Education;56995;1953;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
308.8108975;Education;27814;2006;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
411.9546489;Education;118338;1909;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
26.09473139;Education;32206;;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
363.974478;Education;100481;1958;9;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
871.0080503;Education;139683;1958;13;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
490.3774714;Education;129716;1968;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
167.4097564;Education;37265;;5;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
50.41598115;Education;15489;2004;4;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
344.1397546;Education;138316;1960;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
534.4645895;Education;91149;2007;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
171.1791707;Education;68211;1976;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
565.7266857;Education;150318;1906;9;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
279.9887863;Education;83043;1991;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
123.7704349;Education;61204;1989;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
39.90276643;Education;38319;1900;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
165.4938182;Education;16802;1995;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
125.2272313;Education;21539;2004;5;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
21.47759942;Lodging/residential;27071;;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
90.62792579;Lodging/residential;102774;1956;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
93.57554646;Lodging/residential;102957;1968;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
30.87821038;Lodging/residential;62893;1960;16;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
126.0236002;Lodging/residential;66661;1930;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
52.46142988;Lodging/residential;83108;1995;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
55.86296687;Lodging/residential;64723;1960;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
62.21448086;Lodging/residential;49589;1998;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
45.61516395;Lodging/residential;66532;1967;10;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
38.82875181;Lodging/residential;56467;1960;9;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
47.34301713;Entertainment/public assembly;64024;1967;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
134.2692384;Public services;118231;;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
80.76309113;Public services;56629;1900;6;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
31.69740277;Office;50020;;11;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
59.00630776;Office;44789;1919;5;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
35.72518041;Office;45348;;4;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
53.14291651;Office;40085;;4;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
30.70420595;Office;57673;;5;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
27.57023059;Office;14219;;4;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
15.20537339;Office;31614;1956;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
138.7425635;Office;82548;1977;7;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
200.9384104;Office;174601;1960;12;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
123.443583;Office;81881;1960;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
427.2494648;Office;65657;1955;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
49.98254781;Office;30495;1997;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
12.97961056;Office;10301;1970;2;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
20.11797599;Office;16092;1965;3;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
242.9386158;Office;34455;1907;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
81.99760441;Office;51688;1930;8;12.01550697;0.059266228;7.57810735;;1015.757132;197.7693726;4.013777351
142.5772697;Public services;43681;2007;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
88.37647501;Office;5258;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
17.92304793;Office;10135;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
15.14533911;Education;9788;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
12.17500348;Entertainment/public assembly;15786;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
11.001857;Education;11329;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
108.596672;Education;98829;1968;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
107.2488626;Education;72102;1970;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
32.60007221;Warehouse/storage;12908;1979;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
18.0079141;Warehouse/storage;3877;1975;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
393.1414517;Lodging/residential;553210;2009;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
81.14122623;Lodging/residential;86323;1956;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
440.2631959;Education;183460;2005;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
522.8263088;Education;179559;2006;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
65.29725501;Retail;45224;1982;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
51.59870909;Office;131797;1968;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
123.7632145;Office;121440;1983;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
126.9086289;Education;90903;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
168.1279068;Education;90900;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
131.7896493;Education;111635;1989;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
58.38904247;Education;62238;1970;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
358.3067163;Entertainment/public assembly;167066;1989;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
24.31650752;Office;23392;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
58.6371985;Food sales and service;24867;2012;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
21.73930635;Education;24586;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
201.924619;Education;148829;2014;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
1.892396368;Entertainment/public assembly;1022;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
219.6684113;Education;132518;1992;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
39.26644004;Education;34171;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
96.37038067;Education;84300;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
1.68947644;Religious worship;1629;1948;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
22.25043736;Education;44203;1950;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
19.82255422;Office;23549;1941;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
11.01010595;Education;7481;1969;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
123.9124328;Education;137040;1957;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
62.74990409;Education;78268;1964;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
670.7742171;Education;151637;1983;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
7.658370345;Office;6203;1999;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
124.2624314;Office;155682;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
8.850025054;Office;9703;1940;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
51.70181445;Entertainment/public assembly;40531;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
109.1084034;Public services;102856;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
146.4402781;Office;163959;2004;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
94.88234302;Parking;405083;2004;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
155.0625026;Entertainment/public assembly;143093;1964;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
536.6247352;Education;219608;1992;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
200.2064343;Lodging/residential;74682;2006;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
346.2305762;Lodging/residential;63348;2007;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
28.6670607;Lodging/residential;30949;1951;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
86.20655165;Lodging/residential;60086;2001;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
185.2679018;Public services;345837;1966;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
120.3050194;Public services;99700;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
43.81627787;Healthcare;36904;1934;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
962.4168719;Education;193294;2006;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
193.3729712;Education;71248;2004;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
195.0029393;Education;48411;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
920.3428539;Education;327256;2012;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
188.7494112;Education;49662;1964;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
129.3594209;Education;91273;1951;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
30.48738526;Lodging/residential;36406;1940;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
149.5675188;Education;137065;1964;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
265.7271419;Education;282946;2003;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
56.82441022;Public services;16411;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
184.0831134;Education;96124;1959;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
269.6193623;Education;122592;1971;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
443.1553263;Education;204349;1993;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
13.24640629;Entertainment/public assembly;11935;1939;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
2496.682224;Education;261188;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
490.1106815;Education;272278;1955;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
121.4157844;Lodging/residential;216526;1967;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
53.03251309;Office;74180;1930;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
15.21770326;Entertainment/public assembly;17132;1918;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
36.82409319;Lodging/residential;49108;1951;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
298.6012514;Education;140092;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
13.5859918;Education;10334;;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
76.2051334;Education;33739;1939;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
89.18949328;Entertainment/public assembly;24345;1981;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
22.69527275;Education;25139;1970;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
75.24800957;Education;179167;1971;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
36.71700262;Education;9309;1970;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
58.34459136;Entertainment/public assembly;144086;1989;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
137.402841;Public services;101262;1982;;24.96370238;2.08371163;3.901813688;0.155324992;1011.436563;153.6294302;2.899794591
